Transaction_ID,Customer_ID,Customer_Name,Email,Order_Date,Delivery_Date,Product_Category,Region,Sales_Amount,Vendor_ID,Data_Status
T00005544,C571797,Charlotte Young,charlotte.young@yahoo.com,2024-07-21,2024-07-31,Electronics,West,38.96,V7323,
T00005545,C350144,,michael.lee@outlook.com,2024-01-31,,Beauty,North,80.95,V3227,
T00005546,C164925,Sophia Walker,sophia.walker@hotmail.com,2024-07-11,2024-07-20,Home,South,75.09,V3922,
T00005547,C469360,Mia Jackson,mia.jackson@company.com,2024-04-09,2024-04-22,Sports,East,24.61,V6437,
T00005548,C694557,Ethan Lee,ethan.lee@hotmail.com,2026-11-30,2024-12-21,Apparel,North,45.24,V1551,
T00005549,C403602,Ethan Jackson,ethan.jackson@hotmail.com,2024-03-29,2024-04-01,Home,South,27.01,V4697,
T00005550,C451181,Ethan White,ethan.white@gmail.com,2026-06-04,2024-05-09,Electronics,East,20.05,V5240,
T00005551,C776473,Isabella Martin,isabella.martin@yahoo.com,2024-02-16,2024-02-26,Apparel,East,49.42,V2686,
T00005552,C199977,James Martin,james.martin@yahoo.com,2024-05-25,2024-06-08,Electronics,South,66.69,V7968,
T00005553,C605838,Sarah Taylor,sarah.taylor@yahoo.com,2024-01-03,2024-01-08,Electronics,South,98.13,V3645,
T00005554,C619163,Ethan Lee,ethan.leegmail.com,2024-01-18,2024-02-01,Electronics,North,21.67,V5268,
T00005555,C583442,Olivia Brown,olivia.brown@company.com,2024-11-09,2024-11-11,Office,West,27.49,V3827,
T00005556,C930371,Ethan Brown,ethan.brown@company.com,2024-11-22,2024-12-02,Office,East,131.34,V8368,
T00005557,C129345,Ethan Thomas,ethan.thomas@outlook.com,2024-03-21,2024-03-24,Electronics,East,34.63,V9197,
T00005558,C879976,John Allen,john.allen@company.com,2024-06-01,2024-06-07,Sports,North,23.15,V4971,
T00005559,C472251,Charlotte Smith,charlotte.smith@gmail.com,2024-11-03,2024-11-16,Sports,South,151.99,V5709,
T00005560,C886086,David Smith,david.smith@gmail.com,2024-10-25,2024-10-31,Electronics,South,50.34,V4961,
T00005561,C593814,Ava White,ava.white@hotmail.com,2024-03-07,2024-03-14,Electronics,South,41.22,V4815,
T00005562,C431310,Sarah King,sarah.king@hotmail.com,2024-03-29,2024-04-04,Beauty,South,35.94,V7306,
T00005563,C803221,Olivia Martin,olivia.martin@hotmail.com,2024-05-14,2024-05-23,Apparel,North,30.7,V2070,
T00005564,C197406,Ava Anderson,ava.anderson@hotmail.com,2024-07-20,2024-08-03,Sports,East,50.27,V1116,
T00005565,C411442,Ava Walker,ava.walker@gmail.com,2024-06-27,2024-07-02,Beauty,West,66.86,V4346,
T00005566,C407086,Mia Taylor,mia.taylor@hotmail.com,2024-12-04,2024-12-09,Electronics,North,71.0,V3330,
T00005567,C627741,John Allen,john.allen@gmail.com,2024-03-19,2024-03-27,Sports,East,18.55,V9330,
T00005568,C727099,Isabella Brown,isabella.brown@company.com,2024-03-25,2024-04-02,Apparel,East,135.84,V9517,
T00005569,C679223,Noah Walker,noah.walker@company.com,2024-01-21,,Apparel,West,49.41,V8354,
T00005570,C484583,Emma Johnson,emma.johnson@outlook.com,2024-06-13,2024-06-16,Sports,South,67.55,V1552,
T00005571,C798730,Mia Johnson,mia.johnson@hotmail.com,2024-01-28,2024-02-10,Sports,West,86.87,V7171,
T00005572,C894760,Sarah Lee,sarah.lee@company.com,2024-08-24,2024-08-30,Apparel,West,43.75,V1574,
T00005573,C115534,John Martin,john.martin@company.com,2024-10-14,2024-10-20,Electronics,East,73.4,V6954,
T00005574,C971712,Sarah Thomas,sarah.thomasgmail.com,2024-07-03,2024-07-04,Sports,South,59.32,V2452,
T00005575,C660608,Michael Martin,michael.martin@yahoo.com,2024-11-05,2024-11-07,Office,East,46.02,V4351,
T00005576,C673458,David Smith,david.smith@gmail.com,2024-06-03,2024-06-13,Grocery,South,57.57,V9639,
T00005577,C200546,Sophia Hall,sophia.hall@outlook.com,2024-05-02,2024-05-09,Apparel,South,39.07,V4406,
T00005578,C704489,Emma Harris,emma.harris@yahoo.com,2024-03-27,2024-03-28,Electronics,South,33.25,V1456,
T00005579,C858761,Emma Allen,emma.allengmail.com,2024-07-20,2024-07-30,Grocery,South,-59.5,V4366,
T00005580,C370784,Ethan Young,ethan.young@company.com,2024-02-09,2024-02-14,Home,North,60.06,V2580,
T00005581,C331324,Ethan Johnson,ethan.johnson@gmail.com,2024-06-17,2024-06-18,Electronics,East,63.94,V3513,
T00005582,C584273,Michael Anderson,michael.anderson@outlook.com,2024-03-10,2024-03-16,Home,West,128.59,V7702,
T00005583,C785409,Mia Martin,mia.martin@yahoo.com,2024-10-06,2024-10-13,Electronics,North,65.67,V1938,
T00005584,C498834,Ethan Hall,ethan.hall@company.com,2024-11-25,,Apparel,East,44.06,V9313,
T00005585,C333612,Noah Allen,noah.allen@hotmail.com,2024-12-19,2025-01-01,Apparel,South,62.01,V2100,
T00005586,C811413,Olivia Jackson,olivia.jackson@company.com,2024-11-23,2024-12-05,Grocery,South,211.12,V3830,
T00005587,C406081,Emma Jackson,emma.jacksongmail.com,2024-01-27,2024-01-30,Beauty,South,28.03,V7043,
T00005588,C825084,Ethan Martin,ethan.martin@yahoo.com,2024-12-10,2024-12-24,Home,East,153.18,V2548,
T00005589,C243279,Michael Jackson,michael.jackson@hotmail.com,2024-05-10,2024-05-24,Home,South,70.19,V6410,
T00005590,C296846,Emma Hall,emma.hall@company.com,2024-10-03,2024-10-06,Beauty,East,57.25,V7273,
T00005591,C788332,Noah White,noah.white@outlook.com,2024-10-21,2024-11-01,Office,South,46.03,V9000,
T00005592,C504015,Daniel Jackson,daniel.jackson@outlook.com,2024-10-14,2024-10-15,Electronics,East,42.6,V7568,
T00005593,C826448,Sophia White,sophia.white@company.com,2024-09-10,2024-09-22,Beauty,South,19.78,V9669,
T00005594,C522132,Sarah Harris,sarah.harris@outlook.com,2024-03-25,2024-03-28,Apparel,East,60.42,V6044,
T00005595,C170463,Olivia Lee,olivia.lee@company.com,2024-01-09,2024-01-14,Beauty,North,93.09,V8309,
T00005596,C193500,Emma Young,emma.young@company.com,2024-02-19,2024-02-25,Home,East,50.02,V1743,
T00005597,C307772,David Martin,david.martin@yahoo.com,2024-01-01,2024-01-04,Electronics,North,41.8,V8654,
T00005598,C661446,David Jackson,david.jackson@gmail.com,2024-01-04,2024-01-08,Beauty,West,34.89,V6160,
T00005599,C184607,Isabella Harris,isabella.harrisgmail.com,2024-01-04,2024-01-09,Sports,West,57.01,V1829,
T00005600,C869305,James Harris,james.harris@outlook.com,2024-03-30,2024-04-04,Apparel,North,77.18,V9231,
T00005601,C433840,Emma Martin,emma.martin@gmail.com,2024-06-10,,Electronics,Westt,101.09,V1034,
T00005602,C947942,Isabella Martin,isabella.martin@company.com,2024-06-03,2024-06-11,Apparel,East,17.71,V9286,
T00005603,C220076,Emma Thomas,emma.thomas@outlook.com,2024-01-15,2024-01-16,Beauty,North,41.07,V4770,
T00005604,C158692,Sophia Allen,sophia.allen@hotmail.com,2024-12-30,2025-01-01,Home,West,84.31,V5064,
T00005605,C755129,Daniel Smith,daniel.smith@outlook.com,2024-02-01,2024-02-13,Office,East,26.94,V6808,
T00005606,C817104,John Hall,john.hall@gmail.com,2024-03-03,,Apparel,South,48.99,V1249,
T00005607,C902242,Sophia Lee,sophia.lee@gmail.com,2024-12-29,,Apparel,West,86.07,V7735,
T00005608,C261081,James Harris,james.harris@company.com,2024-04-17,2024-04-20,Home,North,51.74,V8557,
T00005609,C211718,Liam Brown,liam.brown@hotmail.com,2024-01-14,2024-01-21,Home,East,56.76,V1865,
T00005610,C453076,Ava Walker,ava.walker@company.com,2024-01-23,2024-02-06,Beauty,North,27.43,V9572,
T00005611,C624480,David Brown,david.brown@hotmail.com,2024-04-20,2024-05-01,Apparel,East,39.54,V4880,
T00005612,C347536,Ethan Anderson,ethan.anderson@hotmail.com,2024-11-16,2024-11-22,Electronics,,65.19,V4743,
T00005613,C136413,Ava Smith,ava.smith@company.com,2024-06-08,2024-06-10,Office,East,86.81,V6140,
T00005614,C243888,Isabella Lee,isabella.lee@outlook.com,2024-02-10,2024-02-18,Electronics,South,43.93,V6367,
T00005615,C663370,Emma Thomas,emma.thomas@yahoo.com,2024-10-08,2024-10-13,Apparel,North,110.71,V6111,
T00005616,C951480,Sarah Hall,sarah.hall@hotmail.com,2024-10-30,2024-11-05,Electronics,North,55.42,V7555,
T00005617,C747418,James White,james.white@gmail.com,2024-05-23,2024-05-31,Sports,East,54.26,V5721,
T00005618,C675228,John Hall,john.hall@company.com,2024-10-14,2024-10-27,Apparel,South,127.32,V5554,
T00005619,C787490,Emma Lee,emma.lee@outlook.com,2024-06-01,2024-06-07,Electronics,East,15.84,V9442,
T00005620,C664430,Emma Hall,emma.hall@hotmail.com,2024-03-22,2024-04-01,Electronics,South,12.46,V3970,
T00005621,C622780,David Allen,david.allen@outlook.com,2024-12-30,2025-01-02,Electronics,South,92.63,V8005,
T00005622,C136468,Mia Walker,mia.walker@company.com,2024-08-13,2024-08-26,Sports,West,46.4,V4764,
T00005623,C766015,Emma Harris,emma.harrisgmail.com,2024-05-31,2024-06-07,Sports,West,71.89,V5655,
T00005624,C278969,James Hall,james.hall@hotmail.com,2024-09-15,2024-09-29,Grocery,West,55.27,V2490,
T00005625,C523291,Sarah Smith,sarah.smith@hotmail.com,2024-11-13,2024-11-17,Apparel,West,72.46,V7605,
T00005626,C595413,Daniel Smith,daniel.smith@outlook.com,2024-03-19,2024-04-01,Electronics,North,82.51,V9249,
T00005627,C336187,Olivia King,olivia.king@company.com,2026-01-09,2024-07-19,Apparel,North,102.76,V8478,
T00005628,C142056,Ethan Young,ethan.young@yahoo.com,2024-08-10,2024-08-16,Electronics,North,70.6,V3348,
T00005629,C151831,Sarah King,sarah.king@hotmail.com,2024-09-22,2024-10-03,Sports,West,108.55,V4227,
T00005630,C945623,Emma Thomas,emma.thomas@gmail.com,2024-08-17,2024-08-22,Grocery,East,39.82,V5251,
T00005631,C873952,David King,david.king@hotmail.com,2024-05-29,2024-06-11,Apparel,North,70.83,V7425,
T00005632,C526488,Liam Thomas,liam.thomas@hotmail.com,2024-05-15,2024-05-16,Apparel,East,23.53,V3810,
T00005633,C732405,Michael Anderson,michael.anderson@yahoo.com,2024-05-02,2024-05-16,Apparel,East,36.16,V8363,
T00005634,C376815,Sarah Jackson,sarah.jackson@yahoo.com,2024-12-23,2024-12-31,Office,North,82.97,V1194,
T00005635,C389192,Michael Smith,michael.smith@company.com,2024-04-19,2024-05-02,Beauty,South,86.97,V6861,
T00005636,C912395,Isabella White,isabella.white@hotmail.com,2024-05-22,2024-06-05,Grocery,North,48.92,V5651,
T00005637,C668242,Sophia Brown,sophia.brown#yahoo,2024-03-10,2024-03-20,Beauty,West,111.85,V4403,
T00005638,C565525,Noah Jackson,noah.jackson@outlook.com,2024-02-23,2024-02-25,Sports,,20.37,V2752,
T00005639,C333192,Daniel White,daniel.white@outlook.com,2024-11-27,2024-12-01,Electronics,East,100.57,V2425,
T00005640,C457574,Michael Young,michael.young@gmail.com,2024-02-09,2024-02-22,Grocery,West,49.05,V3629,
T00005641,C625005,Noah Johnson,noah.johnson@gmail.com,2024-07-15,,Beauty,West,17.67,V9659,
T00005642,C373820,Noah Martin,noah.martin@outlook.com,2024-01-27,2024-01-30,Home,South,29.73,V5788,
T00005643,C497650,Charlotte Jackson,charlotte.jackson@gmail.com,2024-11-25,2024-12-01,Home,South,40.92,V5862,
T00005644,C280882,James Harris,james.harris@hotmail.com,2024-10-25,2024-11-05,Electronics,,29.23,V6342,
T00005645,C218696,David Taylor,david.taylor@yahoo.com,2024-06-28,2024-06-29,Electronics,North,30.13,V2491,
T00005646,C104994,Sophia Allen,sophia.allen@hotmail.com,2024-02-15,2024-02-24,Electronics,East,74.5,V1126,
T00005647,C890666,Emma King,emma.king#yahoo,2024-05-21,2024-05-26,Grocery,West,38.93,V5088,
T00005648,C169300,Emma Walker,emma.walker@company.com,2024-11-15,2024-11-20,Sports,West,14.56,V6725,
T00005649,C406093,Isabella Walker,isabella.walker@company.com,2024-04-07,2024-04-11,Sports,North,64.83,V6378,
T00005650,C661693,Sarah Hall,,2024-05-05,2024-05-09,Sports,South,37.46,V3771,
T00005651,C397016,Ethan Smith,ethan.smith@hotmail.com,2024-02-27,2024-03-11,Home,South,123.7,V5351,
T00005652,C404359,Emma Jackson,emma.jackson@gmail.com,2024-06-25,2024-07-08,Electronics,West,34.7,V9148,
T00005653,C647473,Mia King,mia.king@gmail.com,2024-07-25,2024-07-26,Electronics,East,19.18,V8797,
T00005654,C798802,Daniel King,daniel.king@company.com,2024-10-11,2024-10-20,Grocery,South,46.69,V2536,
T00005655,C616479,Daniel Walker,daniel.walker@outlook.com,2024-06-02,2024-06-11,Electronics,North,28.65,V1001,
T00005656,C544975,Ava Young,,2024-01-27,2024-02-09,Sports,West,30.2,V4657,
T00005657,C927585,John Anderson,john.anderson@yahoo.com,2024-11-18,2024-11-22,Beauty,South,45.2,V5388,
T00005658,C439679,James Hall,james.hall@company.com,2024-06-11,2024-06-21,Home,West,49.54,V4165,
T00005659,C757941,James Martin,james.martin@outlook.com,2024-09-06,2024-09-16,Grocery,West,45.17,V4243,
T00005660,C151717,Charlotte Thomas,charlotte.thomas@yahoo.com,2024-07-06,2024-07-10,Electronics,North,47.7,V8319,
T00005661,C102763,Charlotte Lee,charlotte.lee@gmail.com,2024-11-29,2024-12-11,Sports,East,78.2,V8286,
T00005662,C455054,Ava Taylor,ava.taylor@company.com,2024-03-30,2024-04-06,Sports,South,48.22,V2661,
T00005663,C155480,Michael Walker,michael.walker@company.com,2024-05-10,2024-05-14,Grocery,South,63.03,V5941,
T00005664,C794119,Noah Harris,noah.harris@outlook.com,2024-10-24,2024-10-25,Grocery,South,88.85,V8862,
T00005665,C307139,Ethan Walker,ethan.walker@outlook.com,2024-01-13,2024-01-24,Electronics,East,38.15,V3092,
T00005666,C218094,Noah Martin,noah.martin@hotmail.com,2024-01-29,2024-02-11,Apparel,North,54.49,V4920,
T00005667,C780667,Emma White,emma.white@gmail.com,2024-09-21,2024-09-30,Office,West,57.56,V6274,
T00005668,C851731,Noah Smith,noah.smith@gmail.com,2024-02-01,2024-02-03,Apparel,East,23.58,V2765,
T00005669,C635352,James Walker,james.walker@yahoo.com,2024-05-29,2024-06-03,Apparel,South,14.95,V8397,
T00005670,C176848,,olivia.hall@yahoo.com,2024-03-26,2024-03-30,Beauty,North,56.07,V4231,
T00005671,C661836,Mia Smith,mia.smith@hotmail.com,2025-03-16,2024-03-06,Beauty,East,29.07,V3721,
T00005672,C268017,Ethan Taylor,ethan.taylor@gmail.com,2024-02-26,2024-03-03,Beauty,West,143.7,V4260,
T00005673,C892908,Mia Young,mia.young@yahoo.com,2024-01-25,2024-02-01,Sports,South,83.34,V2134,
T00005674,C544972,Isabella Anderson,isabella.anderson@gmail.com,2024-07-08,2024-07-10,Sports,West,29.5,V2798,
T00005675,C976533,Liam White,liam.white@gmail.com,2024-03-16,2024-03-20,Sports,East,18.55,V9457,
T00005676,C626670,Ethan Taylor,ethan.taylor@yahoo.com,2024-12-04,2024-12-18,Grocery,West,25.88,V9664,
T00005677,C542899,Michael Johnson,michael.johnson@outlook.com,2024-08-12,,Apparel,West,58.08,V8920,
T00005678,C581215,Emma Lee,emma.lee@outlook.com,2024-07-01,2024-07-13,Electronics,East,45.52,V2104,
T00005679,C800636,Ava Allen,ava.allen@yahoo.com,2024-06-02,2024-06-15,Apparel,East,83.33,V6276,
T00005680,C585097,Noah Taylor,noah.taylor@hotmail.com,2024-09-25,2024-09-27,Grocery,North,28.82,V7353,
T00005681,C603516,Noah Martin,noah.martin@company.com,2024-10-04,2024-10-14,Electronics,West,72.57,V8405,
T00005682,C520162,David Hall,david.hall@gmail.com,2025-07-14,,Beauty,West,66.35,V9507,
T00005683,C703986,James Harris,james.harris@company.com,2024-12-28,2025-01-06,Home,East,116.24,V1183,
T00005684,C870050,Sarah Anderson,sarah.anderson@yahoo.com,2024-01-23,2024-01-31,Grocery,South,60.98,V3645,
T00005685,C867669,Charlotte Lee,charlotte.lee@gmail.com,2024-01-14,2024-01-25,Grocery,West,32.38,V6042,
T00005686,C145095,Ava Harris,ava.harris@company.com,2024-04-03,2024-04-17,Sports,South,120.68,V9344,
T00005687,C573146,Mia Allen,mia.allen@outlook.com,2024-12-08,2024-12-09,Electronics,East,46.43,V2294,
T00005688,C492118,Noah Brown,noah.brown@hotmail.com,2024-02-21,2024-03-05,Electronics,North,42.63,V2636,
T00005689,C913629,John Johnson,john.johnson@company.com,2024-12-04,2024-12-12,Electronics,West,58.69,V7222,
T00005690,C646298,Isabella Thomas,isabella.thomas@hotmail.com,2024-02-10,2024-02-24,Apparel,West,112.58,V4512,
T00005691,C517339,Charlotte Anderson,charlotte.anderson@outlook.com,2024-06-12,2024-06-23,Apparel,South,103.07,V7737,
T00005692,C450067,John Smith,,2024-01-06,2024-01-15,Apparel,North,76.99,V2572,
T00005693,C758250,Liam Taylor,liam.taylor@yahoo.com,2024-05-17,2024-05-25,Electronics,North,92.97,V6759,
T00005694,C492670,Mia Young,mia.young@gmail.com,2024-04-08,2024-04-22,Sports,East,70.09,V4360,
T00005695,C209162,Emma Young,emma.young@outlook.com,2024-12-06,2024-12-16,Office,North,31.35,V3178,
T00005696,C483071,Olivia Thomas,olivia.thomas@hotmail.com,2024-08-11,2024-08-12,Home,South,-96.33,V9885,
T00005697,C370170,Charlotte Martin,charlotte.martin@hotmail.com,2024-11-11,2024-11-19,Grocery,West,12.42,V1104,
T00005698,C427069,Isabella Thomas,isabella.thomas@outlook.com,2024-01-30,2024-02-11,Electronics,North,53.79,V4098,
T00005699,C693130,John Martin,john.martin@yahoo.com,2024-08-12,2024-08-17,Electronics,East,56.13,V3435,
T00005700,C395809,Daniel Lee,daniel.lee@yahoo.com,2024-11-21,2024-11-30,Apparel,South,200.55,V6346,
T00005701,C371421,James Jackson,james.jackson@hotmail.com,2024-09-17,2024-10-01,Grocery,Northh,30.42,V3176,
T00005702,C273311,Liam Jackson,liam.jackson@outlook.com,2024-09-03,2024-09-12,Home,East,99.38,V3486,
T00005703,C540880,Sarah Johnson,sarah.johnson@outlook.com,2024-03-19,2024-03-25,Grocery,East,62.13,V6655,
T00005704,C934440,Olivia Jackson,olivia.jackson@gmail.com,2024-07-03,,Apparel,South,44.45,V2133,
T00005705,C901115,Michael Hall,,2024-10-25,2024-11-06,Office,North,17.74,V7356,
T00005706,C756030,Emma Allen,emma.allen@yahoo.com,2024-06-28,2024-07-05,Apparel,North,62.01,V7989,
T00005707,C320283,Mia Brown,mia.brown@company.com,2024-03-17,2024-03-20,Sports,South,62.59,V3567,
T00005708,C773249,James Jackson,james.jackson@yahoo.com,2024-09-18,2024-09-25,Grocery,South,46.87,V4151,
T00005709,C548828,Emma Hall,emma.hall@yahoo.com,2024-08-16,2024-08-24,Grocery,North,146.41,V5578,
T00005710,C799895,James Anderson,james.anderson@company.com,2024-01-02,2024-01-07,Office,South,108.08,V4159,
T00005711,C440686,John Martin,john.martin@hotmail.com,2024-01-17,2024-01-22,Electronics,South,49.24,V3618,
T00005712,C416463,Emma Jackson,emma.jackson@gmail.com,2024-12-09,2024-12-23,Beauty,East,-106.13,V8942,
T00005713,C345144,Noah King,noah.king@yahoo.com,2024-01-12,2024-01-16,Office,East,119.37,V6628,
T00005714,C978499,Charlotte Young,charlotte.young@yahoo.com,2024-06-30,2024-07-03,Home,North,36.84,V8852,
T00005715,C776999,Sarah Johnson,sarah.johnson@hotmail.com,2024-11-29,2024-12-11,Sports,East,29.46,V7809,
T00005716,C295784,John Johnson,john.johnson@hotmail.com,2024-01-07,2024-01-15,Electronics,South,26.39,V9385,
T00005717,C876505,Ava Allen,ava.allen@outlook.com,2024-09-02,2024-09-13,Electronics,North,100.35,V1379,
T00005718,C431119,Sophia Lee,sophia.lee@hotmail.com,2024-06-05,2024-06-11,Beauty,North,44.56,V7196,
T00005719,C263244,Sophia White,,2024-06-22,2024-07-06,Home,East,-35.46,V1678,
T00005720,C552413,Ethan King,ethan.king@yahoo.com,2024-11-24,2024-11-30,Apparel,East,97.29,V1619,
T00005721,C201158,John Smith,john.smith@gmail.com,2024-11-29,,Apparel,West,45.25,V3699,
T00005722,C898009,Mia Martin,mia.martin@yahoo.com,2024-06-29,2024-07-03,Beauty,West,29.24,V4554,
T00005723,C963731,Emma Thomas,emma.thomas@hotmail.com,2024-10-07,2024-10-12,Sports,West,134.06,V7321,
T00005724,C906608,Sophia Hall,sophia.hall@outlook.com,2024-11-04,2024-11-15,Apparel,South,103.01,V9615,
T00005725,C163972,Sarah Hall,sarah.hall@gmail.com,2024-08-24,2024-09-03,Grocery,South,37.24,V7737,
T00005726,C583007,Charlotte Brown,charlotte.brown@outlook.com,2024-06-05,2024-06-10,Electronics,North,34.55,V1212,
T00005727,C534219,Olivia Martin,olivia.martin@company.com,2024-09-07,,Sports,South,49.13,V4535,
T00005728,C382140,Emma Walker,emma.walker@outlook.com,2024-08-08,2024-08-18,Apparel,North,81.05,V3948,
T00005729,C725210,Sarah Jackson,sarah.jackson@outlook.com,2024-12-03,2024-12-08,Home,West,108.12,V3431,
T00005730,C973030,Emma White,emma.white@hotmail.com,2024-08-10,2024-08-15,Beauty,East,28.54,V1171,
T00005731,C660219,Sophia Jackson,sophia.jackson@hotmail.com,2024-07-29,2024-07-31,Beauty,West,20.57,V7312,
T00005732,C748456,Ava Harris,ava.harris@hotmail.com,2024-12-02,2024-12-07,Sports,East,48.24,V2632,
T00005733,C266782,Emma Jackson,emma.jackson@hotmail.com,2024-05-13,2024-05-16,Office,East,28.61,V7878,
T00005734,C223099,Ava Martin,ava.martin@hotmail.com,2024-11-27,2024-11-30,Electronics,North,46.31,V9532,
T00005735,C658981,Ethan Walker,ethan.walker@outlook.com,2024-09-15,2024-09-20,Sports,East,38.03,V6065,
T00005736,C208944,John Taylor,john.taylor@company.com,2024-02-04,2024-02-13,Home,,20.54,V8114,
T00005737,C848943,Sarah Harris,sarah.harris@hotmail.com,2024-07-01,2024-07-15,Office,South,151.18,V5245,
T00005738,C831862,Charlotte Anderson,charlotte.anderson@company.com,2024-10-29,2024-10-31,Beauty,North,58.9,V7107,
T00005739,C903806,Michael Taylor,michael.taylor@company.com,2024-06-09,2024-06-18,Electronics,West,92.15,V9881,
T00005740,C347572,Olivia Martin,olivia.martin@yahoo.com,2024-04-02,2024-04-05,Sports,West,14.62,V7109,
T00005741,C443615,John Jackson,john.jackson@yahoo.com,2024-07-15,2024-07-28,Grocery,West,-35.05,V5254,
T00005742,C670201,,sophia.jacksongmail.com,2024-11-10,2024-11-22,Electronics,West,36.35,V8052,
T00005743,C297097,James Harris,james.harris@yahoo.com,2024-07-24,2024-07-31,Home,,99.39,V3098,
T00005744,C930948,Noah Taylor,noah.taylor@hotmail.com,2024-12-17,2024-12-29,Beauty,West,151.78,V2783,
T00005745,C712084,Isabella King,isabella.king@company.com,2024-01-18,2024-02-01,Electronics,South,26.76,V4872,
T00005746,C388213,James Harris,,2024-08-21,2024-08-22,Beauty,South,60.14,V3920,
T00005747,C184811,Ethan Anderson,ethan.anderson@yahoo.com,2024-11-28,2024-11-29,Electronics,South,118.39,V1019,
T00005748,C290121,Sarah Young,sarah.young@outlook.com,2024-03-06,2024-03-14,Grocery,North,36.24,V1071,
T00005749,C857180,David Taylor,david.taylor@gmail.com,2024-08-31,2024-09-09,Sports,West,34.31,V3789,
T00005750,C480172,Sophia King,sophia.king@hotmail.com,2024-10-02,2024-10-05,Grocery,North,74.45,V3377,
T00005751,C663466,Ethan Anderson,ethan.anderson@company.com,2024-07-17,2024-07-23,Home,Westt,20.91,V4704,
T00005752,C919253,Daniel Harris,daniel.harris@hotmail.com,2024-01-18,2024-02-01,Electronics,West,16.03,V1999,
T00005753,C554151,Michael Hall,michael.hall@hotmail.com,2024-03-12,2024-03-15,Apparel,East,8.46,V2677,
T00005754,C641287,Ava Young,ava.young@outlook.com,2024-06-03,2024-06-09,Home,North,82.43,V1061,
T00005755,C555738,Olivia Thomas,olivia.thomas@outlook.com,2024-06-18,2024-06-25,Grocery,South,124.07,V7322,
T00005756,C400856,Emma Lee,emma.lee@company.com,2024-11-17,2024-11-22,Office,North,54.84,V6837,
T00005757,C295623,Noah Martin,noah.martin@yahoo.com,2024-12-20,2024-12-23,Beauty,North,100.15,V6829,
T00005758,C795532,Michael Smith,michael.smith@hotmail.com,2024-10-08,2024-10-16,Sports,West,15.05,V1126,
T00005759,C395866,Mia Jackson,mia.jackson@yahoo.com,2024-05-30,2024-06-12,Grocery,South,78.12,V4664,
T00005760,C897057,Ethan Young,ethan.young@company.com,2024-09-17,2024-09-22,Office,North,59.53,V7652,
T00005761,C298237,David Allen,david.allen@hotmail.com,2024-03-20,2024-03-21,Beauty,North,32.41,V2883,
T00005762,C631147,Ava Young,ava.young@yahoo.com,2024-04-15,2024-04-27,Beauty,West,67.93,V6925,
T00005763,C735274,James Smith,james.smith@hotmail.com,2024-01-11,2024-01-20,Home,East,160.11,V6262,
T00005764,C856942,Sophia Brown,sophia.brown@outlook.com,2024-07-26,2024-07-29,Sports,West,94.43,V4619,
T00005765,C383983,James Walker,james.walker@outlook.com,2024-05-09,2024-05-11,Office,South,37.92,V5104,
T00005766,C389360,Michael Allen,michael.allen@gmail.com,2025-12-12,2024-06-22,Apparel,South,38.02,V3795,
T00005767,C939385,Michael Martin,michael.martin@company.com,2024-02-02,2024-02-09,Home,East,70.29,V2260,
T00005768,C577697,Daniel Hall,daniel.hall@yahoo.com,2024-01-24,,Sports,East,78.04,V6941,
T00005769,C553809,Sarah Allen,sarah.allen@hotmail.com,2024-07-15,2024-07-26,Sports,North,33.89,V9336,
T00005770,C149522,Emma Thomas,emma.thomas@gmail.com,2024-02-15,2024-02-27,Beauty,West,159.37,V7136,
T00005771,C330233,Isabella Brown,isabella.brown@company.com,2024-09-30,2024-10-10,Apparel,West,52.75,V6715,
T00005772,C498102,Mia Martin,mia.martin@company.com,2024-08-18,2024-08-26,Beauty,North,108.12,V5089,
T00005773,C473393,Isabella Martin,isabella.martin@company.com,2024-05-12,2024-05-14,Beauty,North,44.58,V2994,
T00005774,C107485,James Jackson,james.jackson@yahoo.com,2024-09-20,2024-10-04,Home,West,203.09,V9818,
T00005775,C524671,Ethan Anderson,ethan.anderson@outlook.com,2024-03-25,2024-04-07,Grocery,West,67.9,V9667,
T00005776,C867344,Michael Johnson,michael.johnson@gmail.com,2024-11-08,2024-11-15,Beauty,South,18.12,V3311,
T00005777,C212701,Ethan Young,ethan.young@yahoo.com,2024-01-05,2024-01-16,Office,South,32.61,V9595,
T00005778,C307352,Emma Allen,emma.allen@hotmail.com,2024-09-25,2024-09-30,Electronics,East,72.34,V5294,
T00005779,C726926,Ethan Hall,ethan.hall@yahoo.com,2024-12-04,2024-12-13,Sports,East,136.28,V1555,
T00005780,C284514,Emma Lee,,2024-08-08,2024-08-15,Beauty,East,60.45,V6600,
T00005781,C545093,Sophia White,sophia.white@hotmail.com,2024-07-12,2024-07-13,Apparel,West,26.26,V8626,
T00005782,C898658,Noah Anderson,noah.anderson@company.com,2024-12-11,2024-12-12,Electronics,North,51.83,V2140,
T00005783,C717693,Noah Thomas,noah.thomas@yahoo.com,2024-03-09,2024-03-15,Apparel,East,68.68,V3806,
T00005784,C909020,,sophia.young@outlook.com,2024-10-14,2024-10-23,Home,East,88.95,V4564,
T00005785,C310048,John Anderson,john.anderson@hotmail.com,2024-12-23,2024-12-24,Electronics,West,129.24,V8507,
T00005786,C787069,Emma King,emma.king@company.com,2024-06-24,2024-06-27,Sports,West,115.92,V1612,
